full_text,tweet_english,sentiment
serius nanya deh kalo konser svt tokyo dome beli tiket calo ga sih,"Seriously, I'm wondering if the SVT Tokyo Dome concert buys tickets from brokers",Netral
jangan gampang giur lebih baik aman nyesel belakang laku tipu calo tiket konser sering aksi bagai macam modus laku apa sih modusmodus sebut yuk simak konten atas,"Don't be easily tempted, it's better to be safe, you'll regret it later. Concert ticket scalpers often act like scammers, what are the modus operandi? Let's look at the content above.",Positif
haloo moots permisi aku on aku lagi buat tugas hukum pernah kena tipu tiket calo konser klo ada rep yaa aku dm,"Hello Moots, excuse me, I'm online, I'm doing a legal assignment, I've been conned by a ticket scalper, if there's a reply, please DM me",Netral
ssso ujus kemarin hari h gensales vip udah langsung sold out h2 minggu konser tiba2 muncul vip tiket dot com h1 konser banyak tebar tiket vip underprice calo hari h konser 2row belakang vip a kosong kocak banget emang promotor indo sick banget,"ssso ujus yesterday, the D-day gensales VIP was immediately sold out, 2 weeks before the concert, suddenly VIP tickets dot com appeared, D-day of the concert, lots of VIP tickets were distributed, underpriced, touts, D-day of the concert, the back 2 rows of VIP A were empty, it was really funny, Indonesian promoters are really sick",Netral
want to sell bukan calo kita gabisa dtng krn lembur semua 3 tiket day pass pestapora 600ktiket nego kak take all harga khusus cod langsung jaksel jakbar,want to sell not a broker we can't come because of overtime all 3 day pass tickets pestapora 600 tickets negotiable sis take all special price direct COD South Jakarta West Jakarta,Netral
wts tiket konser pusphoria sman 5 yogyakarta hii pusphorians we have special price for all the luckiest person festival rp 100000 rp 75000 premium rp 160000 rp 125000 mau dm aja krn aku bkn calo resmi,wts pusphoria concert tickets sman 5 yogyakarta hii pusphorians we have special price for all the luckiest person festival rp 100000 rp 75000 premium rp 160000 rp 125000 just dm because i'm not an official broker,Netral
bintang ferdyan tipu calo tiket konser,Bintang Ferdyan cheats concert ticket scalpers,Netral
ada aja mama gue emang gue cerita nonton konser manila sama pas kemarin bruno tbtb mama bilang cariin tiket calo nicky astria ngga vina panduwinata dongggg kamu kan nonton murah terus tuh,"There's always my mom, I told her about watching the Manila concert with Bruno yesterday tbtb mom said to look for ticket scalpers, Nicky Astria or Vina Panduwinata, right? You're watching it for cheap, right?",Netral
hahaha calo tiket konser,hahaha concert ticket scalper,Netral
se flop2nya konser china andaikata beneran calo ttp wayv kaya woy duit calo beli tiket ttp masuk pocket wayv,"no matter how flop the Chinese concert is, if it were true, the ticket scalpers would still be like, wow, the ticket scalpers' money still goes into Wayv's pocket",Netral
buat ngeluh harga konser mahal bgt karena pajak gede promotor harus spare banyak tiket buat kasih para pejabut serta anianinya calo pada jual tiket venue juga tiket jatah renta tempat ani,"to complain that concert prices are very expensive because of the high taxes, promoters have to spare a lot of tickets to give back to the officials and the antics of brokers selling venue tickets as well as rented tickets for the venue.",Negatif
berantas calocalo tiket konser yang pake bot trus jual berkalikali lipat masih sakit hati sama tiket caratland,Eradicate concert ticket scalpers who use bots and then sell at multiple prices. Still upset about Caratland tickets,Netral
plis info calo tiket konser hindiaaaa,please info on ticket scalpers for Hindi concerts,Netral
same here bahkan tiket konser jadi mahal aja gw jadi ga napsu war nya ribet banyak calo sama jasa war tiket babi ngana anjir fak kata gwe teh,"same here, even concert tickets are so expensive, I don't feel like the war is complicated, lots of brokers and ticket war services, pig ngana anjir fak, I said, tea",Negatif
jangan gampang giur lebih baik aman nyesel belakang laku tipu calo tiket konser sering aksi bagai macam modus laku apa sih modusmodus sebut yuk simak konten atas,"Don't be easily tempted, it's better to be safe, you'll regret it later. Concert ticket scalpers often act like scammers, what are the modus operandi? Let's look at the content above.",Positif
kerja jastipers bikin kyk gitu apa viral serbu sama jastipers dulu konsep jastiper kan komisifee skrg jastiper yah persis kyk calo harga barang goreng berkalikali lipat labubu jual 3x lipat tiket konse,"Jastipers work makes it like that, what's viral, attack by Jastipers, before the concept of Jastiper was a commission fee, now Jastiper is exactly like a broker, the price of fried goods is several times the price of pumpkin, selling concert tickets three times the price",Positif
nah betul balik nya tiket konser ballot mungkin ngincer banyak sedikit jadi banyak calo yang jual gak mungkin po kan kalo tiket,"Well, it's true that the return of the concert tickets ballot is probably aimed at a lot of people, so there are a lot of scalpers selling them, it's impossible for the tickets to be sold, right?",Netral
mama km nonton konser berapa harga ak murah cuman sejutaaan mama boong mama cari tiket nonton gada juta km diri kan ak juta orang beli calo mencobaa tetep boong biar ga tau hehehehe,"Mom, how much is the concert? It's cheap, only a million. Mom is lying. Mom is looking for a ticket to watch, you don't have a million. People buy tickets, scalpers try, but they still lie so they don't know, hahaha",Netral
kaya war tiket konser gapernah bagi ada calo,"like a concert ticket war, there are never any scalpers",Netral
jis nganter mie ayam sekali nonton konser dpt tiket calo,"Jis delivers chicken noodles, watches a concert and gets ticket scalper",Netral
tiket konser smcu cat 1 pake fee calo masyaallah tabarakallah bun,"SMCU concert tickets cat 1 use scalper fees, oh my God, it's tabarakallah, bun",Netral
bakal calo tiket konser disney jkt ga si,Are you going to sell Disney JKT concert tickets?,Netral
wkwkwk yakan kek yaudah tinggal gausah beli sana padahal diri sendiri sering keluh harga tiket konser tangan calo,"Hahahaha yeah, okay, just don't bother buying it there even though I myself often complain about the price of concert tickets from scalpers",Netral
kiri kanan aku kosong melompong fix tiket pegang 1 calo trus jual mahal lol lucky me aku letakin semua barang kiri kanan tengah konser sebenya beberapa org dr belakang pindah sini ruang gerak luas bgt,"My left and right are completely empty, fixed ticket, 1 ticket scalper is holding it and then selling it for a high price lol lucky me, I put all my stuff on the left and right in the middle of the concert, actually some people from the back moved here, there's a lot of room to move around",Netral
chika elu asli calo ticketing konser cepet banget anjir iya kalo butuh tiket konser pc gue,"Chika, you're a real concert ticketing broker, really fast, yes, if you need concert tickets, my PC",Netral
bruno mars gelar konser jakarta malam 11 september 2024 eitss jangan beli tiket calo tiket resmi ada kok via detikpop,"Bruno Mars holds a concert in Jakarta on the night of September 11, 2024. Hey, don't buy tickets from ticket scalpers. Official tickets are available via detikpop.",Netral
bruno mars gelar konser jakarta malam 11 september 2024 eitss jangan beli tiket calo tiket resmi ada kok via,"Bruno Mars holds a concert in Jakarta on the night of September 11, 2024. Hey, don't buy tickets from ticket scalpers. Official tickets are available via",Netral
udah kek calo tiket konser,It's like a concert ticket scalper,Netral
mau sombong baru pertama kali hasil war tiket lama masuk dunia per koreaan konser jadul big bang sampe konser chaos nan badai svt sisa either calo temen hasil nge warin fix lah mah hoki umur hidup dipake buat stan plave,"I want to be arrogant, this is the first time the war results from old tickets have entered the world from the old school Big Bang concert to the chaotic and stormy SVT concert, the remainder of either the scalper's friend, the results of the warin are fixed, mah, luck, the life span is used for a plave booth",Netral
hatihati jangan beli wts plave calo sudah cukup fandom kena scam poca jangan kena tiket cgv juga konser lanjut ada live viewing lanjut coba untung cek ulang app siapa tau ada tiket kena cancel,"be careful, don't buy wts plave touts, enough fandoms get scammed by Poca, don't get scammed by CGV tickets, there are also concerts, continue with live viewing, continue trying to get lucky, check the app again, who knows, there might be tickets that get cancelled",Negatif
seru deh liat calo ketar tir jual tiket konser hari h sampe jual underprice makanya jirr jangan jadi calo,"It's exciting to see ticket scalpers so nervous about selling concert tickets on the day, even selling them at an underpriced price, so don't be a scalper",Netral
gue sampe kpn gaakan pernah nyesel beli tiket konser svt meski harga calo,"I will never regret buying SVT concert tickets, even though they are priced by brokers",Netral
wow kabar calo tiket vs australia udah kayak nonton konser nih,"Wow, the news about ticket scalpers vs Australia is like watching a concert",Netral
lamalama jadi calo jual tiket konser mulu,"Over time, I've become a ticket tout selling concert tickets",Netral
calo tiket konser tah,concert ticket scalper,Netral
aku udh kayak calo tiket aja yaa bulan bantu jualin temen tiket konser bruno mars seperti jual tiket so7 wkwk sad,"I'm like a ticket scalper, yeah, I'm helping my friends sell tickets to Bruno Mars concerts like selling SO7 tickets, haha, sad",Negatif
wts tiket konser garuda culture fest 2024 salah beli tiket bukan calo pure salah beli tiket 4 tiket,wts garuda culture fest 2024 concert tickets bought the wrong tickets not a ticket scalper bought the wrong tickets 4 tickets,Netral
allah mimpi beli tiket konser nct 127 mepet jam mau masuk calo,"God, I dreamed of buying NCT 127 concert tickets close to the time I wanted to go in, the ticket scalper",Netral
allah kaku kan tangan joki calo satu hari waktu war tiket konser jkt allah,"God, the hands of the ticket scalpers were stiff one day during the Jakarta concert ticket war, God",Netral
kalo mungkin buruk beli tiket konser day6 calo harga ovp kira2 duit tabung bakal kumpul kapan yaa buat ticketing seventeen kalo indo februari plisss info uang kaget,"If it's possible, it's bad to buy tickets for the Day6 concert, OVP price scalpers. When will the money I've saved up be enough for Seventeen tickets? If it's February in Indonesia, please tell me about the surprise money.",Negatif
calo suka dpn venue konser tuh trusted ga aku rencana klo ga nemu wtsan pgn bewli calo krna sect aku mau udh abis platform ticketingnya yang pernah alam bewli tiket konser kpop di calo,"touts like to be in front of concert venues, they are trusted, I don't plan to buy tickets from touts if I don't find a friend because I want to buy tickets from touts. I've already used up the ticketing platform that I've bought tickets from touts for K-pop concerts.",Netral
hidup myday 62 bulan agustus war tiket konser saing sama kaum fomocalo banyak gagal war tiket sibuk nyari jatsip sm rent mpc mikir gempa megatrus hadap waspada cacar monyet lagi,live myday 62 august concert ticket war competing with the fomocalo many failed ticket war busy looking for jatsip and rent mpc thinking about megatrus earthquake facing alert for monkeypox again,Netral
calo tiket konser kedok jaswar nih 1112 laku sama perintah idih yek akhirat isi perut cacing semua trus jari tusuk besi,"Kedok Jaswar concert ticket scalper, 1112 sold with the order ""icky, yeah, in the afterlife, the stomach will be full of worms, then stab your finger with iron""",Netral
calo mostly nonfans lebih gercep secured tiket trus jual harga ovp kalo pernah konser minimal sekali aja nemu calocalo liar venue hehe,"Mostly non-fans touts are quicker to secure tickets and then sell them at OVP prices. If you've ever been to a concert, you've probably encountered a wild tout at the venue at least once, hehe",Netral
fans lama fans baru fans fomo semua punya hak utk nonton konser ga pernah atur nonton fans cm fans lama fans membership mau lo cm tau 3 lagu sah2 aja nonton konser ga boleh ntn konser siapa calo tiket jual lbh dr harga asli,"old fans, new fans, FOMO fans, everyone has the right to watch the concert, never regulate watching, fans are just old fans, membership fans, you know, if you only know 3 songs, it's okay to watch the concert, you're not allowed to watch the concert, who are ticket scalpers selling tickets at more than the original price?",Netral
mentemen aku jual 2 tiket konser bruno mars jakarta tanggal 11 sept 2024 tribun cat 4 harga normal wajar no calo calo karna temen aku gak jadi nonton duduk deret sama aku serious buyer reply or dm yaa,"My friend, I'm selling 2 tickets for the Bruno Mars concert in Jakarta on September 11, 2024, Tribun Cat 4, normal price, no ticket scalpers because my friend didn't end up watching, sit in the same row as me, serious buyer, reply or dm, okay?",Netral
wtb tiket day6 surabaya yellow 2 tix ga rush kalo lu calo butuh duit kerja jgn war tiket konser gila tawarin aja dm kudu cod venuesby,"wtb day6 tickets Surabaya yellow 2 tix no rush if you are a broker who needs money for work don't go crazy for concert tickets just offer me a DM, you have to cod venuesby",Netral
yang bantu cari tiket konser boa seoul ga ticketingnya udah lewat jadi mungkin cari lewat calo korea kalo yang bantu hmu yaa tags wts wtb jastip tiket konser korea boa seoul,"who helped me find tickets for Boa's Seoul concert, the ticketing has expired, so maybe I'll look for it through a Korean broker, if the one who helped me was HMU, tags WTS WTB Jastip for Boa's Seoul Korean concert tickets",Netral
wtb tiket day6 surabaya yellow 2 tix ga rush kalo lu calo butuh duit kerja jgn war tiket konser gila tawarin aja dm kudu cod venuesby,"wtb day6 tickets Surabaya yellow 2 tix no rush if you are a broker who needs money for work don't go crazy for concert tickets just offer me a DM, you have to cod venuesby",Netral
hidup gaperlu saing sama siapa masuk calo tiket konser gw tandain lo tukang calo,"Life doesn't need to compete with anyone, come in and be a ticket scalper, I'll mark you as a ticket scalper",Netral
baca repliesnya isi jostap jastip semua benci bgt gue sama war tiket konser indo isi calo semua mending kalo bener ada banyak nipunya,"read the replies, the content of jostap jastip is all I really hate the Indonesian concert ticket war, the content of the scalpers, it would be better if it was true, there are lots of scams",Negatif
aku hasil tiket konser day6 calo dari hasil usaha sendiri happy sekali aku tuh,"I got the ticket from the Day6 concert ticket scalper from my own efforts, I'm really happy",Positif
sebel banget sekarang kalo mau beli tiket konser saing bukan sama fans doang sama calo ngomongnya lebih halus sekarang aku bsa nih mw bareng atau aku beli lebih 3 yang mau dm kek kalo lu beli buat nonton sndri ngapain lebihin sampe 3 biji,"I really hate it now, if I want to buy concert tickets, I'm not competing with the fans but with brokers, I can talk more smoothly, now I can do it together or I can buy 3 more, if you want to DM me, if you buy it to watch alone, why do you have to add up to 3?",Positif
mentemen aku jual 2 tiket konser bruno mars jakarta tanggal 11 sept 2024 tribun cat 4 harga normal wajar no calo calo karna temen aku gak jadi nonton duduk deret sama aku serious buyer reply or dm yaa,"My friend, I'm selling 2 tickets for the Bruno Mars concert in Jakarta on September 11, 2024, Tribun Cat 4, normal price, no ticket scalpers because my friend didn't end up watching, sit in the same row as me, serious buyer, reply or dm, okay?",Netral
calo tiket konser,concert ticket scalper,Netral
beneeerrr sarann sii mending semua jangan mau beli tiket overprice sampe dday konser biarin ga laku calocalo jastip ovp,"beneeerrr, my advice, it's better for everyone, don't buy overpriced tickets until the day of the concert, so they won't sell, calocalo jastip ovp",Negatif
grgr mulyono atur konser indo ga jelas tiket calo semua,grgr mulyono organizes Indonesian concerts unclearly all ticket scalpers,Netral
wtb konser day6 3rd world tour section orange yang punya lebih tiket pliss repp no calo no scam,wtb concert day6 3rd world tour section orange who has more tickets please repp no ​​touts no scam,Negatif
gua doain calo calo tiket konser kagak bakal laku jual,I pray that the concert ticket brokers won't sell them,Netral
moga gaada beli tiket calo sampe kurang tengah jam konser biarpada keder calo2 pilih jual murah kaloga ikut noraebang aj sm day6,"Hopefully there won't be any scalper tickets until after the concert, so that the scalpers will be scared and choose to sell them cheaply if you join the noraebang with Day6",Positif
hari parah banget ticketingnya moga betul suka day6 dapet bukan si calocalo aamiin tuju day2 moga mecima timbang tonton yang dapet tiket pertama dapet enencore biasa cuma hari akhir konser soal,"The ticketing was really bad, hopefully on day 6 I really like it, not the ticket scalper, amen, let's go on day 2, hopefully I'll watch it, those who get the first ticket get the usual enencore, only on the last day of the concert, about it",Positif
iya aku nonton kalau dpt tiket murah calo kemaren war sby gk dapet 1 detik dah habis yellow dateng venue konser aja bagi freebies deket banget soal rumah ku,"Yes, I watched it. If I got a cheap ticket, the ticket scalper yesterday, SBY didn't get it for 1 second, it was gone. Just come to the concert venue and give out freebies. It's really close to my house.",Netral
ga nonton aku mau coba mungkin deket2 konser mecim nambahin mungkin calo bakal turun harga ga si allah stres banget war tiket,"I didn't watch it, I want to try, maybe near the concert, maybe I'll add more, maybe the ticket scalpers will lower the price, oh my God, the ticket war is really stressful",Negatif
emang bangke ni dunia konser semenjak calo rebak jaman covid gue bolak balik nonton konser gak begini susah dpt tiket sialuuunnn calo bye day6,"It's really cool that this is the world of concerts, since brokers broke out during Covid, I've been going back and forth to watch concerts, it's not like this, it's hard to get tickets, damn brokers, bye day6",Negatif
buah ide bagus kurang aksi calo tiket konser tuh kya captcha verify are you human nah kalo beli tiket konser buat verify are you kpopers wkwkkw moga sistem next nya terap,"Good idea, lack of action from concert ticket scalpers, it's like a captcha verifying are you human, so when buying a concert ticket, verify are you a Kpopers, lol, hopefully the next system will work",Positif
bayangin kamu ga jadi masuk surga di dunia jadi calo tiket konser naikin harga ga ngotak,"Imagine you won't get to heaven on earth, so a concert ticket scalper will raise the price without a brain",Netral
wts 2 tiket konser bruno mars day 3 14 september 2024 jakarta internasional stadium kategori festival a harga sesuai ak bayar aja foto dua ga tambah apaapa soal beneran tibatiba ga dateng no calocalo club wtb wts wtt brunomars jis sabtu sale,wts 2 tickets for bruno mars concert day 3 september 14 2024 jakarta international stadium category festival a the price is right i just pay for two photos no extra anything about it really suddenly not coming no calocalo club wtb wts wtt brunomars jis saturday sale,Netral
yessss calo konser kipop venue bapak bapak mas mas rem sistem selalu begini kok kalo minta dp dulu bayar muka pasti scamm memang atas yang punya tiket instruksi begini,"Yessss Kipop concert touts, the venue is like this, sirs, mas, mas rem, the system is always like this, if you ask for a deposit first, it's definitely a scam, it's because the owner of the ticket has instructions like this",Negatif
gaktau tiket konser korea laku gimana nih calo ots biar gak tipu,"I don't know how Korean concert tickets sell, so OTS brokers don't get scammed",Negatif
aku gak tau kalau calo tiker konser kpop begimana pernah nemenin temenku ngonser cari tiket calo tuh cara bayar paruh dulu trus nyoba scan wbnya aku sama temenku laim nungguin belah calo kalau oke hasil langsung tf sisa,"I don't know how ticket scalpers work at K-pop concerts. I once accompanied my friend to a concert to find ticket scalpers. The way to do this is to pay half the amount first and then try to scan the WB. My friend and I wait for the scalper to split it. If the results are okay, we transfer the remaining amount straight away.",Netral
lately gue selalu secure tiket konser padahal gak niat bukan buat sendiri cuman bantuin orang gilir idol sendiri beli calo yaudah nih anggap aja kalo yang mau dibantuin war tiket korea ke aku gak jamin 100 dpt gantung rejeki,"Lately I've always been securing concert tickets even though I don't intend to do it myself, just help people turn to their own idols, buy brokers, that's fine, let's just say that if someone wants to help, I can't guarantee that I'll get 100% of my fortune if you want to help.",Netral
kesel bgt liat wts konser day6 surabaya kek kalo ga mw nonton knp ngabisin tiket siih calo monyet,"I'm so annoyed to see the WTS Day6 Surabaya concert, if you don't watch it, why waste your tickets to monkey brokers?",Netral
like im super fine with jastip war tiket konser soal byk orang mgkn emg lg ga sempet ngewar tp calo uuuurrrgggghhhhh resah,like im super fine with jastip war concert tickets about many people maybe i dont have time to war but the ticket scalpers are so annoying,Negatif
berita soal tipu calo tiket konser kpop,news about kpop concert ticket scalper scam,Negatif
harga tiket konser ina lebih mahal negara banyak calo banyak scam lindung hak konsumen ga tegas sampe paksa jastip war saking lot internet semua salah lu anjir kerja bener kek mulyono,"The price of tickets for the Indonesian concert is more expensive, there are many brokers in the country, there are many scams, there is no firm protection for consumer rights, they even force Jastip, the war is so fierce, the internet is all your fault, Anji, work properly like Mulyono",Negatif
moga konser day6 nnti rame isi beneran myday bukan orang2 aneh kosong gara2 gaada mau beli tiket calo,"Hopefully the Day6 concert will be really crowded with MyDay, not just empty weirdos who don't want to buy tickets from scalpers.",Positif
mjb kak real 2 hari kmren aku maen venue doang byk jg calo bantu jualin tiket konser treasure malah yang terjun harga harga asli tp ku ga beli krn ttp gaada budgetnya,"mjb sis real 2 days ago I only played at the venue, there were also many ticket scalpers helping to sell Treasure concert tickets, even the ones who dropped the price to the original price but I didn't buy it because I still didn't have the budget",Netral
sekarang beli tiket konser kpop mahal war nya susah yaapalagi kalo venue nya kecil tiket paling murah cepet banget abis ntah orang beneran apa calo,"Nowadays, buying expensive K-Pop concert tickets is difficult, especially if the venue is small, the cheapest tickets run out very quickly, who knows whether they are real people or scalpers.",Negatif
sungjin nyamain war tiket konser day6 sama war tiket pesawat at least war tiket gak lawan calo,Sungjin compares the Day6 concert ticket war to the plane ticket war. At least the ticket war is not against scalpers.,Netral
nah iyaaa aku punya pikir sama takut harga konser makin naik pajak naik calo tebar tuh kpopers anggap banyak duit,"Well, yes, I have the same thoughts and fears that concert prices will increase, taxes will increase, and K-popers will spread the money, thinking they have a lot of money.",Netral
gue sampe mimpi konser day6 day 2 surabaya terus 1 akun cuma beli 1 tiket biar calo kaga ngabisin tiket,I had a dream about the Day6 Day 2 Surabaya concert and then 1 account only bought 1 ticket so that brokers wouldn't waste tickets,Netral
iya mungkin ga riya lumayan kalo pajak konser naik calo makin banyak harga tiket gak ngotak emang nyata wah fans kpop kaya2 sampe ngeluarin duit banyak buat konser emang konser masuk entertain sih,"Yes, maybe it wouldn't be good if the concert tax goes up. Brokers get more and more ticket prices. It's true. Wow, Kpop fans are so rich that they spend a lot of money on concerts. Indeed, concerts are entertainment.",Positif
aku gak pro nonton konser model gacha turut aneh atas calo harus cara satu nama satu tiket ga dipindahtangankan dengan alas apa akun langsung log out tiket konfirmasi,"I'm not a fan of watching gacha style concerts. It's also strange that scalpers have to use one name for one ticket, it can't be transferred. What's the reason why the account immediately logs out of the ticket confirmation?",Netral
kalo begini sampe kapan tiket konser bakal dipajakin gede sama perintah terus promotor bakal naikin harga terus plus tipu calo bakal makin banyak bgt mereka nganggep duit kpopers banyak bgt kalo emang bneran banyak duit stop pamer kaya,"If it's like this, how long will concert tickets be taxed heavily with orders from promoters to keep raising the prices, plus there will be more and more scams from ticket scalpers. They think that K-pop fans have a lot of money. If they really do have a lot of money, stop showing off like that.",Negatif
sekarang calo banyak dari orang2 open jasa war tiket sekarang war konser apa saing bukan sama fans calo model ginian asli ngeselin banget bikin buang2 waktu cuma masuk web milih tiket gak bayar krn nawarin orang2 blm masuk webnya,"Now there are many ticket scalpers from people who open ticket war services. Now there is a concert war, what about competing with fans? These kinds of scalpers are really annoying, it makes you waste time just going to the website to choose tickets and not pay because you are offering to people who haven't entered the website.",Negatif
pokok jangan asal beli sama calo jastipan tiket konser even beri proof ewallet umum dipake buat scam gampang hapus jejak bank kadang dipake buat nipu ga sedikit bank atas nama orang yang disalahgunakan tipu,"The main thing is, don't just buy from ticket brokers, even concert tickets, give proof, e-wallets are commonly used for scams, it's easy to erase bank tracks, sometimes they are used to cheat, there are quite a few banks in people's names that are misused to cheat",Positif
sebenernya kalo digatekeep kn emang jadi kurang calo scammer buat tau ikut nge war minimal gak banyak ps digembar gemborin si a mau konser nih keinget se section sama aku beli tiket nya sampe hampir 4 kali lipat bapak bapak calo,"Actually, if you keep gatekeep, there will be fewer scammers to join in the war, at least there won't be a lot of fanfare when someone wants to go to a concert. I remember the same section as I bought tickets for almost 4 times as many as the brokers.",Negatif
turut apa background kalian kalian valid utk beli nonton konser calo dan gapapa utk nonton konser meski cuma tau satu lagu kalau mau marah krn ga dpt tiket konser marahin aja calo calo jgn marah org yang mmg mau nonton dong,"What is your background? Are you valid to buy, watch, ticket scalpers' concerts? And it's okay to watch a concert even if you only know one song? If you want to get angry because you didn't get a concert ticket, just get angry at the scalpers. Don't get angry at people who really want to watch.",Negatif
banyak calo war tiket konser day6 surabaya gue siapin mental nih buat jakarta besok,There are lots of brokers fighting for tickets for the Day6 Surabaya concert. I'm mentally preparing for Jakarta tomorrow,Netral
kan aku cari tiket buat temenku lah orang calo aku hubung aku minta konser day6 malah kasih konser projek d siapa anjay calo ga riset dulu apa,"I was looking for tickets for my friend, but the ticket scalper contacted me and asked for a Day6 concert, but instead he gave me a concert by Project D, who the heck, the scalper didn't do any research first?",Netral
serah lu deh kak you went straight to harassing strangers on the internet lol moga ke konser idola kak dapet tiket gampang jadi gak usah beli calo and cepet lulus kuliah biar gak ngata2in org twt hehe,"It's up to you, sis, you went straight to harassing strangers on the internet lol I hope you can get tickets easily to your idol's concert so you don't have to buy tickets from scalpers and graduate quickly so you don't badmouth people on twt hehe",Positif
buzzer buzzer mulyono spill gaji kalian dong kalo gede lumayan buat beli tiket konser calo,"buzzer buzzer mulyono spill your salary, if it's big, it's enough to buy tickets to a broker's concert",Netral
bilang ga usah share info konser desik base umum kalo liat rame kan calo jadi tambah banyak kalo banyak calo u ga dapet tiket akhir calo jual tiket ovp calo dapet untung u doang nang,"said there's no need to share information about the Desik concert on a public basis. If you see it's busy, the brokers will increase if there are a lot of brokers, you won't get tickets, the brokers will sell OVP tickets, the brokers will only make a profit, Nang.",Netral
gue ikut marahin lo tp kalo kekeuh tiket ludes karna calo lo kurang begaul sih kt gue mah gatekeep gabakal nyelesain masalah calo tsayyy lo benerin tuh sistem ticketing konser indo d,"I'm angry with you, but if you're complaining that tickets are sold out because your brokers aren't sociable, I'm afraid GateKeep won't solve the problem of brokers. Yes, you can fix the Indonesian concert ticketing system.",Negatif
buat lu calo tiket tiket konser ikut war beli secured terus lu jual karena emang gak niat nonton samsek gw doain kagak berkah dah elu kagak berkahhh dendan gw,"For you ticket scalpers, concert tickets join the war, buy it and sell it because you don't intend to watch Samsek, I pray you don't get a blessing, you don't get a blessing, fine with me",Positif
kutuk para calo calo tiket konser khusus konser day6 surabayajangan yang beli haram,"Curse the ticket scalpers for the special concert, Day6 Surabaya, don't buy it, it's haram",Netral
buat wargawarga suka beli tiket konser calo congrats kalian udah budaya calo calo gak rame kalau kagak bel,"For citizens who like to buy concert tickets to brokers, congratulations to you for the culture of brokers, brokers don't get busy if there's no bell.",Netral
btw buat myday mau nonton jkt jangan panik buying beli calo macem wts gitu kalo kalian gk dapet pas beli sendiri dah 2021 g beli tiket mecim yak tuh suka jual jual sale tengah atau dekat tgl konser,"BTW, for Myday, if you want to watch JKT, don't panic buying, buy brokers like that, if you don't get it when you buy it yourself, it's 2021, don't buy mecim tickets, I like selling them on sale in the middle or near the concert date",Netral
orang orang suka ga tau diri kadang maksud kalau ga mau nonton tuh ngapain sih borong segitunya udah bagus yang ngadain konser tiket jangkau malah borong calo kesel,"People like to not know themselves, sometimes I mean, if you don't want to watch, why do you buy so much, it's already good for those who hold concert tickets, but even brokers get annoyed",Positif
holaaa wts lany a beautiful blur jkt only 1 tix sec purple 2 4jt yaah diurusin sampe jadi tiket fisik bolee nego krn dadak gabisa gw bukan calo boleh dp dulu ajaa nnt sisa lunas wkt tuker tiket fisik okk testi pin wts wtb lany jakarta,holaaa wts lany a beautiful blur jkt only 1 tix sec purple 2 4 million yeah take care of it until it becomes a physical ticket bolee negotiable because suddenly I can't I'm not a scalper you can just deposit first waiting for the rest to be paid off when you exchange physical tickets okk testi wts pin wtb lany jakarta,Netral
eehh pas venue nyata calo cuma punya tiket dikit udah keliling2 harga atas sampe konser udah mulai banyak belum dpt tiketpadahl loket reedem tiket masih banyak nganggur yaudah kita2 luar pasrah gak jodoh sampe konser kelar gitu,"Eehh, at the actual venue, the brokers only had a few tickets, they were already going around and the prices were up until the concert, there were already lots of them, they still couldn't get tickets, even though the ticket redemption counters were still empty, so we both resigned and didn't get matched until the concert was over.",Netral
aku bain balik jkt sby kamis malem padahal baru pulang dari jkt senin malem dlm kondisi badan 60 fit saat belum tiket konser zene 2 budget tiket konser minim banget cuma harap calo ots,"I'm fine, I came back from Jakarta, Surabaya, Thursday night, even though I just got back from Jakarta on Monday night, in a fit body condition of 60 when I didn't have tickets for the Zene 2 concert. My concert ticket budget is really minimal, I'm just hoping for ticket scalpers.",Netral
wtb coldplay jkt cat 5b 24tix cod harga nya sama 21 an kek tiket asli nerima org emg beneran halang ikut ganerima calo para calo bs nawar harga tiket asli cat 4a4b5a5b6 preferably 5b tags wtb wts wtt coldplay jkt gbk konser tiket,wtb coldplay jkt cat 5b 24tix cod the price is the same as 21 like the original ticket accepting people who are really hindered from joining the ticket accepting touts the touts can bargain the price of the original ticket cat 4a4b5a5b6 preferably 5b tags wtb wts wtt coldplay jkt gbk concert tickets,Netral
menit ga dpet sama si calo nya akhir ka fik nyrah aku ngga calo nya nawarin sec oren 2 jutaa tpi nunggu konser mulaijjur dsni ak dah mnyraah calo nya jga blng hrusnya nyri tiket calo tuh pas day 1 after konser mulai 10,"minutes didn't get it from the ticket scalper, in the end I gave up, I didn't get it from the ticket scalper, but I waited for the concert to start, honestly here I've already found the ticket scalper, he also said that I should have looked for the ticket scalper on day 1 after the concert started at 10",Netral
kelas tengah indonesia mulai nyapnyap everyday politics ga bagi tiket konser coldplay taytay mulai isu politik internasyenel everyday citizenship hadap calo broker birokrasi meeeeh,Indonesian middle class starts to nyapnyap everyday politics don't give out coldplay concert tickets taytay start international political issues everyday citizenship face brokers bureaucracy meeeeh,Netral
guys kalo beli tiket calo plus minus apa aja perdana mau beli calo pas hari h konser,"Guys, if you buy tickets with scalpers, what are the pros and cons? First, you want to buy tickets with scalpers on the day of the concert.",Netral
nah wota udh lama nerapin klo ngeliat calo tiket konser,"Well, Wota has been thinking about looking at concert ticket brokers for a long time",Netral
